U+005DE5	工	83017
U+0053CA	及	82296
U+004E0B	下	80829
U+0081EA	自	80416
U+005E73	平	79504
U+00672F	术	79263
U+0056E0	因	78372
U+0080B2	育	77387
U+00591A	多	77337
U+0057FA	基	77252
U+00FF1A	：	76774
U+008BBE	设	76422
U+0077E5	知	76411
U+005230	到	75148
U+00636E	据	75004
U+007269	物	74878
U+006A21	模	74353
U+006765	来	74191
U+005FC3	心	73966
U+0095F4	间	72855
U+00578B	型	71437
U+006280	技	70841
U+006211	我	70078
U+007AE0	章	69925
U+009898	题	69524
U+005185	内	69133
U+005EFA	建	69076
U+008BA1	计	68435
U+006240	所	67780
U+004FE1	信	67754
U+0052A1	务	67235
U+004FDD	保	67184
U+00673A	机	67067
U+005165	入	67029
U+0052A0	加	65701
U+004EEC	们	65449
U+008BED	语	65054
U+008BBA	论	64234
U+008D28	质	64053
U+0089E3	解	64016
U+0066F4	更	63669
U+00540E	后	62651
U+0079CD	种	62591
U+007279	特	61393
U+004E4B	之	61309
U+007C7B	类	61146
U+007EDF	统	60755
U+0095EE	问	60726
U+006700	最	60627
U+002212	−	60513
U+0060C5	情	60420
U+007535	电	60254
U+006790	析	60238
U+00610F	意	60171
U+0056FE	图	59940
U+008D44	资	59509
U+007BA1	管	59311
U+005E76	并	58608
U+005F71	影	58511
U+006807	标	58316
U+0054C1	品	58292
U+005BFC	导	58069
U+006B64	此	57937
U+00679C	果	57787
U+005982	如	57632
U+00660E	明	56872
U+004E5F	也	56573
U+005F97	得	56556
U+005546	商	55781
U+0053D8	变	55749
U+004F7F	使	55719
U+005177	具	55713
U+004ECE	从	55473
U+006784	构	55354
U+006CBB	治	55232
U+005168	全	55223
U+006C34	水	54937
U+005B50	子	54662
U+0054CD	响	54281
U+00653F	政	54090
U+005229	利	53650
U+00533A	区	53417
U+00503C	值	52585
U+004EE3	代	52347
U+007D20	素	52166
U+0090E8	部	52129
U+005BB6	家	51940
U+008D39	费	51705
U+005F3A	强	51425
U+009700	需	51376
U+006D3B	活	51333
U+00519C	农	51013
U+00520A	刊	50252
U+0076EE	目	50198
U+009A8C	验	49747
U+00521B	创	49741
U+00601D	思	49453
U+007248	版	49351
U+0070B9	点	49218
U+005F00	开	49046
U+005916	外	48979
U+008BC4	评	48843
U+004F20	传	48715
U+006743	权	48563
U+008BC6	识	48492
U+004E60	习	48492
U+0073AF	环	48414
U+005883	境	48247
U+004EF7	价	48168
U+004E49	义	48015
U+005E02	市	47886
U+005F15	引	47555
U+005F62	形	47480
U+007A3F	稿	47210
U+00606F	息	47130
U+007EC4	组	47027
U+008BFE	课	46700
U+007F51	网	46568
U+0089C4	规	46391
U+008F83	较	46368
U+00517B	养	46273
U+005C06	将	45979
U+005B57	字	45341
U+00524D	前	45185
U+006295	投	45103
U+004F01	企	45073
U+006D4E	济	44975
U+006307	指	44895
U+007387	率	44588
U+0089C2	观	44430
U+006751	村	44327
U+008C03	调	44263
U+006D41	流	44112
U+006BD4	比	43646
U+00516C	公	43562
U+008BA4	认	43528
U+006C11	民	43517
U+005B58	存	43192
U+0057DF	域	43187
U+00611F	感	43168
U+005F53	当	43110
U+006C42	求	42656
U+005904	处	42605
U+004F4D	位	42598
U+005411	向	42465
U+00663E	显	42013
U+00589E	增	41656
U+007597	疗	41493
U+005E08	师	41446
U+006001	态	41316
U+00786E	确	41221
U+006E90	源	41086
U+00793A	示	41001
U+00533B	医	40682
U+008001	老	40541
U+006D4B	测	40060
U+005C0F	小	39972
U+005E38	常	39938
U+0075C5	病	39809
U+004F9B	供	39379
U+007B56	策	38864
U+007531	由	38667
U+006301	持	38309
U+004ED6	他	38223
U+007ACB	立	37423
U+0053C2	参	37399
U+007136	然	37347
U+004EF6	件	37040
U+0063A8	推	36957
U+0062A4	护	36875
U+00573A	场	36656
U+0063A5	接	36501
U+007740	着	36484
U+0053D6	取	36461
U+004F8B	例	36349
U+005171	共	36334
U+0091D1	金	36254
U+006D88	消	36254
U+0089C6	视	36241
U+004EA4	交	36082
U+006B63	正	36040
U+00957F	长	35866
U+00522B	别	35290
U+004F18	优	35239
U+009884	预	34999
U+0068C0	检	34827
U+00670D	服	34739
U+00878D	融	34674
U+005347	升	34332
U+0053D7	受	34008
U+006216	或	33750
U+008003	考	33606
U+0098CE	风	33589
U+009886	领	33488
U+008272	色	33423
U+00539F	原	33336
U+004E09	三	33239
U+004E8B	事	33202
U+004F4E	低	33052
U+00300B	》	32770
U+00300A	《	32769
U+008054	联	32612
U+005355	单	32418
U+00597D	好	32274
U+008FD0	运	32164
U+0051C6	准	32119
U+008A00	言	31959
U+009053	道	31954
U+007B2C	第	31460
U+0088AB	被	31296
U+004F46	但	31200
U+006B21	次	31160
U+008BCD	词	31145
U+008BAE	议	31005
U+00836F	药	31001
U+005C31	就	30849
U+007EDC	络	30847
U+004E13	专	30738
U+005404	各	30584
U+008BC1	证	30496
U+0065E0	无	30480
U+0053F0	台	30418
U+004E9B	些	30313
U+0053CD	反	30228
U+00653E	放	30117
U+009879	项	30082
U+006539	改	30004
U+0060A3	患	29971
U+005BB9	容	29929
U+0072B6	状	29822
U+006821	校	29655
U+006DF1	深	29604
U+006CE8	注	29599
U+008FBE	达	29434
U+005219	则	29359
U+006837	样	29277
U+009009	选	29208
U+007EBF	线	29136
U+007B97	算	29105
U+008282	节	29029
U+005DEE	差	28936
U+00987B	须	28778
U+0081F4	致	28766
U+005C42	层	28695
U+004E66	书	28675
U+006C14	气	28543
U+009020	造	28505
U+008F6C	转	28187
U+0052A9	助	28162
U+0079EF	积	28082
U+008EAB	身	27920
U+007EF4	维	27901
U+00652F	支	27875
U+0057F9	培	27870
U+0096C6	集	27777
U+006574	整	27759
U+006B65	步	27749
U+006781	极	27615
U+0091C7	采	27537
U+002014	—	27359
U+0065BD	施	27317
U+0065AD	断	27193
U+006536	收	27131
U+009662	院	27084
U+0076F4	直	27066
U+008FD8	还	27054
U+008C61	象	26608
U+008840	血	26562
U+00590D	复	26538
U+004EFB	任	26443
U+00591F	够	26416
U+006599	料	26358
U+0063A2	探	26201
U+004E92	互	26094
U+0076CA	益	26016
U+006C49	汉	26011
U+0089C1	见	25908
U+007F16	编	25765
U+0051B3	决	25710
U+004E8C	二	25647
U+008303	范	25485
U+005F02	异	25445
U+007D22	索	25388
U+009645	际	25376
U+006838	核	25297
U+0065AF	斯	25180
U+005386	历	25175
U+008DF5	践	25047
U+005747	均	24935
U+009996	首	24908
U+008BE5	该	24818
U+0051B5	况	24793
U+009669	险	24747
U+005B89	安	24643
U+005C11	少	24558
U+008DEF	路	24423
U+004E14	且	24402
U+006839	根	24295
U+008DB3	足	24285
U+004E24	两	24281
U+005B8C	完	24269
U+00666F	景	24053
U+0053F2	史	24013
U+00968F	随	23889
U+007EC6	细	23856
U+00529F	功	23751
U+005143	元	23727
U+006BB5	段	23693
U+007CBE	精	23692
U+007565	略	23596
U+008425	营	23592
U+004EC5	仅	23344
U+005065	健	23259
U+009002	适	23259
U+0090FD	都	23205
U+00667A	智	23087
U+006848	案	23076
U+005458	员	23019
U+00975E	非	22975
U+005305	包	22919
U+004FC3	促	22845
U+004E34	临	22764
U+0062A5	报	22752
U+006761	条	22716
U+005907	备	22566
U+00603B	总	22528
U+00795E	神	22390
U+004E61	乡	22371
U+005FF5	念	22348
U+008BF4	说	22303
U+008457	著	22136
U+006750	材	22051
U+0060F3	想	21997
U+005F8B	律	21968
U+00672A	未	21868
U+00964D	降	21740
U+007EA7	级	21739
U+00683C	格	21718
U+005E7F	广	21594
U+007840	础	21591
U+00534F	协	21501
U+008BD5	试	21260
U+005F81	征	21223
U+005EB7	康	21156
U+00624D	才	21135
U+00624B	手	21133
U+008D77	起	21024
U+009650	限	20973
U+007A7A	空	20901
U+008BD1	译	20738
U+0089D2	角	20643
U+0059D4	委	20621
U+005584	善	20513
U+007EA6	约	20467
U+006E38	游	20428
U+009500	销	20377
U+00754C	界	20342
U+0064AD	播	20335
U+0063A7	控	20233
U+00540D	名	20182
U+00897F	西	20151
U+007EED	续	20066
U+0083B7	获	19944
U+006613	易	19936
U+0053F7	号	19814
U+0052BF	势	19781
U+006237	户	19756
U+0057CE	城	19737
U+007F6E	置	19709
U+0065E5	日	19604
U+005148	先	19556
U+00901F	速	19544
U+006FC0	激	19436
U+0051CF	减	19421
U+0053F8	司	19197
U+005E26	带	19160
U+0053E3	口	19151
U+008FF0	述	19147
U+00914D	配	19126
U+006D77	海	19120
U+00952E	键	18904
U+00538B	压	18826
U+007FA4	群	18729
U+0096BE	难	18575
U+007F3A	缺	18385
U+00732E	献	18307
U+005F20	张	18295
U+0076D1	监	18200
U+0067E5	查	18072
U+00804C	职	18067
U+005357	南	17846
U+009488	针	17841
U+005E03	布	17741
U+007403	球	17365
U+006309	按	17310
U+008D8A	越	17278
U+005174	兴	17167
U+005BA1	审	17139
U+0081F3	至	17002
U+004F9D	依	16979
U+006EE1	满	16945
U+007EFC	综	16866
U+00770B	看	16847
U+0056DE	回	16722
U+005317	北	16467
U+005668	器	16457
U+004E1C	东	16432
U+005931	失	16326
U+005373	即	16229
U+007F8E	美	16198
U+005DF2	已	16129
U+005207	切	16092
U+00969C	障	15948
U+008F93	输	15936
U+0082F1	英	15829
U+0052B3	劳	15817
U+005F80	往	15810
U+0075C7	症	15770
U+005F84	径	15757
U+00738B	王	15706
U+00547D	命	15681
U+008FD1	近	15579
U+0062E9	择	15546
U+00571F	土	15546
U+00513F	儿	15508
U+009636	阶	15502
U+0080DE	胞	15482
U+0094FE	链	15447
U+0062EC	括	15380
U+005929	天	15342
U+0056F4	围	15287
U+005FB7	德	15280
U+005E8F	序	15205
U+005E8A	床	15138
U+005C5E	属	15055
U+009891	频	14866
U+006742	杂	14787
U+006218	战	14754
U+00534E	华	14655
U+005145	充	14622
U+008D23	责	14546
U+0080CC	背	14530
U+005217	列	14332
U+005FC5	必	14276
U+005FD7	志	14208
U+007EC7	织	14175
U+007ED9	给	14175
U+0056DB	四	14121
U+0070ED	热	14103
U+009664	除	14052
U+005149	光	14045
U+00771F	真	13962
U+00542B	含	13926
U+004F30	估	13914
U+006392	排	13845
U+0095E8	门	13835
U+00826F	良	13810
U+007167	照	13793
U+005FAE	微	13691
U+009690	隐	13662
U+00635F	损	13655
U+006362	换	13574
U+009875	页	13559
U+005212	划	13555
U+006E05	清	13555
U+00666E	普	13551
U+005BA2	客	13519
U+004F55	何	13503
U+0079BB	离	13479
U+007A33	稳	13470
U+007701	省	13453
U+005DF1	己	13432
U+007EA2	红	13398
U+00674E	李	13294
U+005973	女	13293
U+006982	概	13241
U+004E16	世	13186
U+008BA8	讨	13140
U+004E89	争	13089
U+005C40	局	13069
U+005468	周	13057
U+006708	月	13057
U+008F7D	载	13043
U+007C4D	籍	13036
U+00627F	承	13009
U+00767D	白	12976
U+005EAD	庭	12931
U+008BAD	训	12860
U+008D1F	负	12826
U+009A6C	马	12811
U+005B83	它	12763
U+005F52	归	12678
U+005E9C	府	12654
U+0053CC	双	12621
U+0072EC	独	12539
U+005BC6	密	12498
U+005C45	居	12424
U+009752	青	12413
U+005BCC	富	12213
U+0065C5	旅	12212
U+008BFB	读	12199
U+008D22	财	12186
U+005FEB	快	12184
U+008BDD	话	12163
U+005F88	很	12081
U+008D85	超	12058
U+005BDF	察	12057
U+00518D	再	11998
U+008651	虑	11978
U+004F17	众	11974
U+005438	吸	11961
U+006E29	温	11955
U+006C5F	江	11901
U+008BA9	让	11863
U+0050CF	像	11849
U+005224	判	11821
U+006CA1	没	11801
U+00536B	卫	11729
U+004FBF	便	11681
U+006BCF	每	11664
U+009632	防	11660
U+004ECB	介	11630
U+005DDE	州	11558
U+005E72	干	11412
U+008D2D	购	11410
U+002019	’	11340
U+009769	革	11315
U+0053EA	只	11264
U+007FFB	翻	11255
U+004EAC	京	11188
U+008F66	车	11160
U+00505A	做	11125
U+005360	占	11118
U+00514B	克	11094
U+0079FB	移	11088
U+004E25	严	11063
U+0062DF	拟	11039
U+0065CF	族	10982
U+0053BB	去	10962
U+007EFF	绿	10946
U+007ADE	竞	10883
U+00514D	免	10829
U+00521D	初	10825
U+0079C1	私	10786
U+009F84	龄	10715
U+006797	林	10708
U+00827A	艺	10689
U+0067D3	染	10646
U+005426	否	10636
U+005802	堂	10630
U+008BB0	记	10622
U+007A81	突	10608
U+0059CB	始	10572
U+005BB3	害	10548
U+0097F3	音	10531
U+0091CA	释	10522
U+009010	逐	10489
U+005C71	山	10487
U+006297	抗	10465
U+008FDE	连	10459
U+00632F	振	10378
U+00865A	虚	10311
U+006545	故	10223
U+009633	阳	10180
U+0079F0	称	10073
U+007EC8	终	10069
U+005341	十	10041
U+008865	补	10032
U+0003B1	α	9892
U+005448	呈	9841
U+005A92	媒	9790
U+004FEE	修	9760
U+006CE2	波	9730
U+00708E	炎	9705
U+005218	刘	9692
U+008D8B	趋	9687
U+00805A	聚	9618
U+005377	卷	9598
U+008BF7	请	9597
U+009986	馆	9571
U+0058F0	声	9565
U+004E4F	乏	9552
U+006291	抑	9510
U+0058EB	士	9504
U+008861	衡	9493
U+00504F	偏	9472
U+0056ED	园	9462
U+004EFD	份	9391
U+007B26	符	9354
U+009178	酸	9350
U+00544A	告	9260
U+009EC4	黄	9239
U+005370	印	9231
U+0075BE	疾	9213
U+008DE8	跨	9183
U+006253	打	9155
U+0078B3	碳	9076
U+005E2E	帮	9053
U+0053CB	友	9051
U+009648	陈	9041
U+006DB2	液	8991
U+00822A	航	8979
U+0098DF	食	8948
U+007834	破	8936
U+0080A1	股	8933
U+0095FB	闻	8905
U+0056F0	困	8846
U+00724C	牌	8812
U+004E30	丰	8742
U+008BAF	讯	8709
U+0077ED	短	8703
U+005242	剂	8695
U+008BB8	许	8692
U+006325	挥	8674
U+005047	假	8671
U+004EAB	享	8560
U+00552E	售	8555
U+0088C5	装	8499
U+0056FA	固	8499
U+0056E2	团	8460
U+006F14	演	8455
U+009AA8	骨	8430
U+007247	片	8402
U+004F60	你	8395
U+007B80	简	8380
U+004ECD	仍	8380
U+005934	头	8329
U+0062C5	担	8323
U+005C04	射	8298
U+006CDB	泛	8239
U+0089C9	觉	8220
U+005C14	尔	8198
U+00613F	愿	8170
U+0063AA	措	8142
U+008F7B	轻	8131
U+0052B1	励	8130
U+006269	扩	8123
U+004FB5	侵	8113
U+0091CC	里	8104
U+004E94	五	8055
U+0094F6	银	8051
U+006DF7	混	8011
U+00671B	望	8005
U+008FB9	边	7963
U+008DDF	跟	7960
U+0075DB	痛	7950
U+007559	留	7948
U+007EB3	纳	7946
U+005199	写	7879
U+008350	荐	7836
U+004E91	云	7829
U+0053E6	另	7814
U+007EC3	练	7790
U+0053E4	古	7789
U+007EE9	绩	7788
U+002009	U+002009	7776
U+0077F3	石	7772
U+0003B2	β	7769
U+008BCA	诊	7742
U+008BEF	误	7706
U+0064CD	操	7679
U+007EEA	绪	7679
U+0080BA	肺	7662
U+00677F	板	7658
U+005E93	库	7635
U+006563	散	7570
U+00961F	队	7539
U+00843D	落	7496
U+0053C8	又	7464
U+006E10	渐	7452
U+004F24	伤	7436
U+0083DC	菜	7434
U+008F6F	软	7402
U+009057	遗	7393
U+008111	脑	7355
U+005178	典	7335
U+0089C8	览	7328
U+006311	挑	7322
U+007AE5	童	7315
U+006C27	氧	7301
U+004E50	乐	7295
U+008FDC	远	7257
U+008E2A	踪	7252
U+00690D	植	7241
U+00764C	癌	7238
U+0067D0	某	7234
U+008109	脉	7182
U+00628A	把	7164
U+007126	焦	7133
U+0075AB	疫	7101
U+002013	–	7056
U+009547	镇	7031
U+0067B6	架	7008
U+0051FD	函	6970
U+00501F	借	6969
U+007CD6	糖	6900
U+006DB5	涵	6880
U+0080BF	肿	6849
U+006B3E	款	6843
U+0082B1	花	6823
U+00798F	福	6817
U+007F6A	罪	6794
U+005757	块	6793
U+00907F	避	6781
U+008DDD	距	6775
U+0051E0	几	6770
U+004F3C	似	6770
U+006267	执	6738
U+0065E9	早	6712
U+006D89	涉	6695
U+005F85	待	6672
U+006F5C	潜	6664
U+004E07	万	6648
U+008BC9	诉	6617
U+006458	摘	6605
U+0076AE	皮	6598
U+005C3D	尽	6590
U+006CB3	河	6583
U+007AEF	端	6583
U+008D35	贵	6578
U+00535A	博	6566
U+0059D3	姓	6557
U+00523A	刺	6521
U+0063E1	握	6518
U+006C47	汇	6500
U+0066F2	曲	6491
U+008DA3	趣	6455
U+004E70	买	6440
U+005F31	弱	6426
U+005CA9	岩	6424
U+0063CF	描	6412
U+004E88	予	6398
U+00809D	肝	6398
U+009605	阅	6384
U+0083CC	菌	6370
U+008FFD	追	6307
U+00654F	敏	6301
U+006811	树	6295
U+00963B	阻	6288
U+006D4F	浏	6268
U+0080A0	肠	6252
U+00788D	碍	6250
U+006768	杨	6246
U+0051B2	冲	6239
U+006C61	污	6223
U+005BA4	室	6221
U+005FAA	循	6206
U+0064A4	撤	6196
U+007F13	缓	6185
U+007624	瘤	6162
U+0080BE	肾	6161
U+004E48	么	6156
U+007231	爱	6136
U+009102	鄂	6133
U+005BA3	宣	6108
U+008D27	货	6092
U+002016	‖	6073
U+009F99	龙	6065
U+0090A3	那	6051
U+009732	露	6037
U+006167	慧	6030
U+005473	味	5983
U+006BCD	母	5971
U+00989D	额	5969
U+005EF6	延	5963
U+006279	批	5911
U+00867D	虽	5876
U+006025	急	5866
U+005371	危	5853
U+007BC7	篇	5845
U+009274	鉴	5837
U+006620	映	5837
U+004F59	余	5825
U+00900F	透	5787
U+0053E5	句	5786
U+00620F	戏	5773
U+007AD9	站	5766
U+00822C	般	5763
U+004EB2	亲	5760
U+00503A	债	5751
U+004E9A	亚	5719
U+007075	灵	5716
U+008FDD	违	5712
U+007D27	紧	5701
U+009759	静	5698
U+00575A	坚	5663
U+006388	授	5654
U+008BB2	讲	5633
U+0053F6	叶	5615
U+0051DD	凝	5566
U+009644	附	5563
U+005C3F	尿	5559
U+004FA7	侧	5522
U+0065E2	既	5518
U+007C92	粒	5513
U+005267	剧	5493
U+00819C	膜	5487
U+006CB9	油	5483
U+00675F	束	5475
U+006162	慢	5473
U+004F4F	住	5466
U+006B7B	死	5456
U+006B62	止	5448
U+0072AF	犯	5441
U+00817A	腺	5414
U+00987E	顾	5412
U+009635	阵	5388
U+00523B	刻	5382
U+005F55	录	5380
U+007855	硕	5376
U+004E3E	举	5371
U+005E7C	幼	5355
U+0082E5	若	5333
U+007F29	缩	5305
U+0076D6	盖	5269
U+006BD2	毒	5267
U+007EE7	继	5248
U+0086CB	蛋	5228
U+0062C9	拉	5207
U+00542F	启	5198
U+005C24	尤	5189
U+004ED8	付	5150
U+008D4B	赋	5094
U+00529E	办	5093
U+0082CF	苏	5082
U+002211	∑	5077
U+008F85	辅	5064
U+00638C	掌	5064
U+0003BC	μ	5044
U+0079C0	秀	5014
U+009634	阴	5002
U+005019	候	4991
U+008F91	辑	4966
U+005B81	宁	4962
U+00810F	脏	4957
U+007763	督	4932
U+008D38	贸	4929
U+00753B	画	4922
U+006C89	沉	4919
U+00507F	偿	4904
U+009F13	鼓	4870
U+009014	途	4855
U+006C9F	沟	4852
U+006653	晓	4846
U+004ECA	今	4843
U+006846	框	4829
U+0066B4	暴	4828
U+00808C	肌	4819
U+002208	∈	4809
U+0080C3	胃	4807
U+009001	送	4803
U+0050A8	储	4792
U+005B54	孔	4789
U+0054F2	哲	4786
U+0003B8	θ	4780
U+00767E	百	4774
U+004F73	佳	4767
U+009519	错	4763
U+005E95	底	4756
U+004E3D	丽	4748
U+0077E9	矩	4747
U+00515A	党	4747
U+00719F	熟	4724
U+009047	遇	4696
U+005B98	官	4667
U+00503E	倾	4659
U+008C22	谢	4649
U+002264	≤	4628
U+007C73	米	4628
U+007F5A	罚	4619
U+007A0E	税	4607
U+005211	刑	4595
U+0065E8	旨	4583
U+007537	男	4555
U+008C31	谱	4548
U+00519B	军	4542
U+005CF0	峰	4534
U+0060E0	惠	4524
U+00706B	火	4504
U+00592A	太	4500
U+0088C1	裁	4495
U+005C1A	尚	4490
U+009760	靠	4485
U+008102	脂	4482
U+00534A	半	4480
U+0062D3	拓	4471
U+0089E6	触	4470
U+006E7F	湿	4466
U+0053BF	县	4456
U+008BBF	访	4418
U+008BD7	诗	4409
U+007532	甲	4408
U+008D56	赖	4383
U+008131	脱	4382
U+00987A	顺	4353
U+0003BB	λ	4349
U+004EA1	亡	4346
U+008D70	走	4344
U+007B51	筑	4334
U+00623F	房	4326
U+00FF1F	？	4322
U+006E20	渠	4312
U+009012	递	4292
U+007EDD	绝	4275
U+006625	春	4260
U+00751A	甚	4246
U+00677E	松	4244
U+004F34	伴	4235
U+006258	托	4208
U+006076	恶	4201
U+008349	草	4191
U+005BBD	宽	4189
U+006E56	湖	4189
U+009000	退	4177
U+008D5B	赛	4169
U+0090C1	郁	4161
U+007801	码	4156
U+0051FB	击	4129
U+005C81	岁	4123
U+0077FF	矿	4121
U+005B88	守	4111
U+009ED1	黑	4105
U+00539A	厚	4076
U+005BFB	寻	4032
U+005E86	庆	4024
U+008D75	赵	4019
U+009988	馈	4017
U+007EAA	纪	4010
U+0073ED	班	4002
U+00903B	逻	3982
U+00627E	找	3955
U+00904D	遍	3937
U+0098DE	飞	3911
U+006DA6	润	3853
U+005A01	威	3840
U+006CBF	沿	3826
U+007A74	穴	3819
U+007F57	罗	3817
U+0080A5	肥	3803
U+0088C2	裂	3799
U+005374	却	3793
U+006D53	浓	3769
U+0062BD	抽	3764
U+0022EF	⋯	3763
U+002026	…	3732
U+00574F	坏	3701
U+005FFD	忽	3696
U+008FC1	迁	3690
U+008C08	谈	3685
U+006728	木	3682
U+005DDD	川	3677
U+006881	梁	3676
U+006B8A	殊	3671
U+006D0B	洋	3670
U+005434	吴	3656
U+005361	卡	3650
U+005C0A	尊	3649
U+009A71	驱	3647
U+00542C	听	3645
U+005170	兰	3644
U+0062E5	拥	3640
U+006C64	汤	3633
U+005851	塑	3628
U+006B66	武	3625
U+006EDE	滞	3615
U+007389	玉	3610
U+008986	覆	3608
U+006EB6	溶	3607
U+007CCA	糊	3607
U+006C7D	汽	3593
U+007236	父	3582
U+005B63	季	3581
U+007B54	答	3574
U+007C89	粉	3574
U+005B87	宇	3572
U+0066FF	替	3560
U+0058E4	壤	3555
U+00758F	疏	3548
U+006316	挖	3537
U+008C10	谐	3519
U+005DE6	左	3503
U+004F1F	伟	3499
U+004EEA	仪	3494
U+006398	掘	3483
U+005DE8	巨	3476
U+004E73	乳	3469
U+00516D	六	3466
U+0051B7	冷	3465
U+004EFF	仿	3462
U+008F6E	轮	3456
U+007E41	繁	3453
U+0003B3	γ	3431
U+005DF4	巴	3419
U+007591	疑	3396
U+006298	折	3393
U+0096E8	雨	3393
U+0070DF	烟	3385
U+00773C	眼	3373
U+005E78	幸	3370
U+00813E	脾	3365
U+007D2F	累	3337
U+007164	煤	3334
U+007530	田	3330
U+009176	酶	3329
U+008D34	贴	3329
U+005B59	孙	3326
U+008FC5	迅	3326
U+008D37	贷	3284
U+007B14	笔	3283
U+009677	陷	3276
U+0060EF	惯	3270
U+00786C	硬	3266
U+0096F6	零	3265
U+005F69	彩	3263
U+006ED1	滑	3245
U+008BF8	诸	3241
U+0085CF	藏	3238
U+006000	怀	3227
U+008017	耗	3221
U+002192	→	3220
U+00996E	饮	3213
U+0094C1	铁	3201
U+00661F	星	3197
U+005B69	孩	3190
U+005E97	店	3179
U+008377	荷	3156
U+009C9C	鲜	3145
U+0080E1	胡	3139
U+008336	茶	3134
U+0053F3	右	3131
U+0080F6	胶	3107
U+00955C	镜	3093
U+008179	腹	3090
U+00547C	呼	3085
U+002202	∂	3072
U+0096EA	雪	3064
U+004F11	休	3055
U+007720	眠	3046
U+008363	荣	3044
U+008870	衰	3035
U+007EA4	纤	3033
U+006670	晰	3009
U+007EAF	纯	3008
U+008BBC	讼	3003
U+005957	套	2997
U+007ED8	绘	2992
U+0003C3	σ	2988
U+004E95	井	2985
U+006731	朱	2969
U+008BA2	订	2962
U+005F90	徐	2959
U+006B96	殖	2953
U+008D21	贡	2953
U+005E45	幅	2952
U+004EE4	令	2944
U+008BE6	详	2929
U+008FEB	迫	2924
U+009EBB	麻	2897
U+006062	恢	2889
U+006885	梅	2882
U+005B9D	宝	2881
U+005E9F	废	2878
U+008B66	警	2874
U+006676	晶	2862
U+004F26	伦	2859
U+0091CE	野	2853
U+0003B5	ε	2832
U+007078	灸	2826
U+006491	撑	2821
U+004E45	久	2802
U+008BF1	诱	2798
U+0070C8	烈	2791
U+0003BE	ξ	2787
U+007EB7	纷	2784
U+007533	申	2771
U+0080C6	胆	2769
U+004F0D	伍	2762
U+004EC0	什	2761
U+009075	遵	2759
U+0003B4	δ	2755
U+005B8F	宏	2751
U+007B5B	筛	2747
U+0063ED	揭	2744
U+008212	舒	2737
U+004FD7	俗	2732
U+0096F7	雷	2731
U+006C38	永	2728
U+004EBF	亿	2728
U+008FA8	辨	2727
U+008D54	赔	2726
U+006270	扰	2721
U+009970	饰	2714
U+007518	甘	2706
U+0052AA	努	2696
U+004E39	丹	2693
U+0060E9	惩	2688
U+00590F	夏	2687
U+007EA0	纠	2682
U+00585E	塞	2674
U+008F74	轴	2668
U+008D2B	贫	2666
U+005E0C	希	2663
U+002265	≥	2661
U+008D2F	贯	2659
U+0053D9	叙	2629
U+009F20	鼠	2628
U+006865	桥	2626
U+0078C1	磁	2626
U+00642D	搭	2625
U+004E4E	乎	2625
U+00626C	扬	2620
U+005F39	弹	2616
U+005B9C	宜	2616
U+009152	酒	2605
U+0050AC	催	2596
U+007F18	缘	2592
U+00559C	喜	2583
U+005B97	宗	2581
U+008154	腔	2580
